id,timestamp,client_ip,domain,request_count,velocity_rps
2134,1785136422.1246188,192.168.10.25,i.instagram.com,1,4.8
2133,1785136421.7761683,192.168.10.25,i.instagram.com,1,4.6
2132,1785136421.1992276,192.168.10.25,test-gateway.instagram.com,1,0.4
2131,1785136420.9827373,192.168.10.25,i.instagram.com,1,4.4
2130,1785136420.9581544,192.168.10.25,graph.facebook.com,1,0.6
2129,1785136420.9340184,192.168.10.25,i.instagram.com,1,4.2
2128,1785136420.9110503,192.168.10.25,i.instagram.com,1,4.0
2127,1785136420.8791099,192.168.10.25,i.instagram.com,1,3.8
2126,1785136420.8504755,192.168.10.25,i.instagram.com,1,3.6
2125,1785136420.819307,192.168.10.25,i.instagram.com,1,3.4
2124,1785136419.0575662,192.168.10.25,i.instagram.com,1,3.2
2123,1785136418.9310603,192.168.10.25,graph.facebook.com,1,0.4
2122,1785136418.9040425,192.168.10.25,graph.facebook.com,1,0.2
2121,1785136418.838707,192.168.10.25,i.instagram.com,1,3.0
2120,1785136418.763478,192.168.10.25,i.instagram.com,1,2.8
2119,1785136418.4059591,192.168.10.25,gateway.instagram.com,1,0.2
2118,1785136418.3763218,192.168.10.25,i.instagram.com,1,2.6
2117,1785136418.3536916,192.168.10.25,i.instagram.com,1,2.4
2116,1785136418.3312669,192.168.10.25,i.instagram.com,1,2.2
2115,1785136418.3085642,192.168.10.25,i.instagram.com,1,2.0
2114,1785136418.2831511,192.168.10.25,i.instagram.com,1,1.8
2113,1785136418.237881,192.168.10.25,i.instagram.com,1,1.6
2112,1785136418.207662,192.168.10.25,i.instagram.com,1,1.4
2111,1785136418.122196,192.168.10.25,i.instagram.com,1,1.2
2110,1785136418.0840912,192.168.10.25,i.instagram.com,1,1.0
2109,1785136418.030928,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.2
2108,1785136417.9955528,192.168.10.25,instagram.fmnl17-8.fna.fbcdn.net,1,0.2
2107,1785136417.9329772,192.168.10.25,i.instagram.com,1,0.8
2106,1785136417.8125756,192.168.10.25,test-gateway.instagram.com,1,0.2
2105,1785136417.7330987,192.168.10.25,i.instagram.com,1,0.6
2104,1785136417.3604453,192.168.10.25,i.instagram.com,1,0.4
2103,1785136417.2004104,192.168.10.25,i.instagram.com,1,0.2
2102,1785136414.618645,192.168.10.25,overmind.datatheorem.com,1,0.2
2101,1785136399.503034,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2100,1785136390.5951579,192.168.10.25,gateway.facebook.com,1,0.2
2099,1785136388.8818665,192.168.10.25,graph.facebook.com,1,0.2
2098,1785136383.828558,192.168.10.25,overmind.datatheorem.com,1,0.2
2097,1785136380.661373,192.168.10.25,gslb.sgw.shopeemobile.com,1,0.4
2096,1785136380.6241925,192.168.10.25,gslb.sgw.shopeemobile.com,1,0.2
2095,1785136365.3065522,192.168.10.25,sv.shopee.ph,1,0.2
2094,1785136365.0344586,192.168.10.25,live.shopee.ph,1,0.4
2093,1785136364.013292,192.168.10.25,live-apm.shopee.ph,1,0.2
2092,1785136363.9690323,192.168.10.25,gateway.facebook.com,1,0.2
2091,1785136363.4818203,192.168.10.25,live.shopee.ph,1,0.2
2090,1785136363.206594,192.168.10.25,deo.shopeemobile.com,1,0.2
2089,1785136362.905143,192.168.10.25,remote-config.gslb.sgw.shopeemobile.com,1,0.4
2088,1785136362.8899994,192.168.10.25,remote-config.gslb.sgw.shopeemobile.com,1,0.2
2087,1785136362.8567607,192.168.10.25,graph.facebook.com,1,0.2
2086,1785136362.8269985,192.168.10.25,down-tx-ph.vod.susercontent.com,1,0.2
2085,1785136360.0505183,192.168.10.25,scontent.xx.fbcdn.net,1,0.2
2084,1785136358.9957848,192.168.10.25,patronus.idata.shopeemobile.com,1,0.2
2083,1785136358.9815395,192.168.10.25,msdk.shopee.ph,1,0.2
2082,1785136357.8998082,192.168.10.25,cdngarenanow-a.akamaihd.net,1,0.2
2081,1785136357.1134899,192.168.10.25,clients3.google.com,1,0.4
2080,1785136356.98258,192.168.10.25,gslb.sgw.shopeemobile.com,1,0.2
2079,1785136356.1161108,192.168.10.25,deo.shopeemobile.com,1,0.6
2078,1785136355.7781463,192.168.10.25,endpoint-ph.mms.susercontent.com,1,0.2
2077,1785136355.498934,192.168.10.25,deo.shopeemobile.com,1,0.4
2076,1785136354.7411287,192.168.10.25,scontent.xx.fbcdn.net,1,0.6
2075,1785136354.7177982,192.168.10.25,crashlyticsreports-pa.googleapis.com,1,0.2
2074,1785136354.6855464,192.168.10.25,dp.tracking.shopee.ph,1,0.2
2073,1785136354.60639,192.168.10.25,edge-mqtt.facebook.com,1,0.2
2072,1785136352.9831102,192.168.10.25,scontent.xx.fbcdn.net,1,0.4
2071,1785136352.9543154,192.168.10.25,clients3.google.com,1,0.2
